Kategori,Baslik,Malzemeler,Malzemelerin Miktari,Tarifteki malzemeler,Hazirlanis,Kalori (kcal),Karbonhidrat (g),Protein (g),Yag (g)
Aperatifler,Kuru Fasulye,"kuru fasulye, soğan, sıvı yağı, zeytin yağı, biber ve domates salçası, tuz, zerdeçal, kimyon, kara biber","5 avuç, 1 adet, 2-3 kaşık, 2-3 kaşık, 2 kaşık, 1 tatlı kaşığı, 1 çay kaşığı, 1 çay kaşığı, 1 çay kaşığı",5 avuç kuru fasulye | 1 adet soğan | 2-3 kaşık sıvı yağı | 2-3 kaşık zeytin yağı | 2 kaşık biber ve domates salçası | 1 tatlı kaşığı tuz | 1 çay kaşığı zerdeçal | 1 çay kaşığı kimyon | 1 çay kaşığı kara biber,"Öncelikle etimizi 45 dakika düdülüde haşlıyoruz, daha sonra haşladığımız eti süzüyoruz suyunu yemeğe tekrar kullanacağız. Daha sonra yemeğimize geçiyoruz ,dibine bir kuru soğan doğruyoruz ve sıvı yağını ardından zeytin yağını ilave ediyoruz. Sonra salçasını koyup kavurmaya devam ediyoruz . Sonrasında kuru fasulyeyi atıyoruz içine şöyle bir karıştırıp baharatlarını ilave ediyoruz. En son etini de koyup son kez karıştırıp et suyunu iki üç parmak çıkana kadar ilave edip yemeğimizin pişmesini bekliyoruz, 20 dakika yeterli düdüklüde afiyetle.",,,,
Aperatifler,2 Kişilik Mercimek Çorbası (Unsuz),"küçük boy patates, küçük boy soğan, havuç, 1 parmak eksik kırmızı mercimek, su, tuz, zerdeçal (isteğe bağlı), tereyağ, kırmızı toz biber","1, 1, 1, 1 çay bardağı, 500 ml, 1 tatlı kaşığı, 1 çay kaşığı, 1 yemek kaşığı, 1 çay kaşığı",1 küçük boy patates | 1 küçük boy soğan | 1 havuç | 1 çay bardağından 1 parmak eksik kırmızı mercimek | 500 ml su | 1 tatlı kaşığı tuz | 1 çay kaşığı zerdeçal (isteğe bağlı) | 1 yemek kaşığı tereyağ | 1 çay kaşığı kırmızı toz biber,"Patates, soğan ve havucumuzu güzelce soyup yıkıyoruz ve iri iri doğrayarak tencereye alıp üzerine biraz sıvı yağ ekliyoruz. Yağda biraz kavurduktan sonra üstüne mercimeklerimizi ve suyumuzu ekleyip kaynamasını bekliyoruz. Kaynayıp malzemelerimiz yumuşadıktan sonra blender ile çorbamızı çekiyoruz.( patates büyüklüğüne göre kıvam yoğun olabilir ben blenderdan geçerken yarım çay bardağı su daha ekledim ). Çorbamıza tuz ve isteğe göre zerdeçal ekliyoruz ( rengini daha sarı yapıyor ) tekrar blenderdan geçiyoruz. Servis etmeden önce de ayrı bi cezvede tereyağımızı eritip toz biber ekliyoruz ve çorbamızın üstüne döküyoruz.",,,,
Aperatifler,Kahvaltılık Soslu Açma,"maya, şeker, tuz, şu bardağı yoğurt, un, ılık su, domates, kekik, tuz, domates salçası, sarımsak, Kaşar, sucuk ( kaşar sucuk olmasa da olur isteyen ne varsa evde ekleyebilir)","1 paket, 1 yemek kaşığı, 1 tatlı kaşığı, 1, 4 su bardağı, 1 su bardağı, 2, 1 çay kaşığı, 1 çay kaşığı, 1 tatlı kaşığı, 2 diş, Belirtilmemiş","1 paket maya | 1 yemek kaşığı şeker | 1 tatlı kaşığı tuz | 1 şu bardağı yoğurt | 4 su bardağı un | 1 su bardağı ılık su | 2 domates | 1 çay kaşığı kekik | 1 çay kaşığı tuz | 1 tatlı kaşığı domates salçası | 2 diş sarımsak | Kaşar, sucuk ( kaşar sucuk olmasa da olur isteyen ne varsa evde ekleyebilir)",Hamuru yoğurup 30 dakika mayalansın bekleyelim. ( şeker ve maya ılık suyun içine koyup 10 dakika bekle sonra diğer malzemeleri ekle yoğur). Robotta sosun malzemelerinin hepsini ekle ve çektir. Hamurdan portakal büyüklüğünde bezeler alıp merdaneyle yada oklava ile açalım. Ne çok ince ne çok kalın. Keselim el içi büyüklükte tepsiye dizip sosu sürelim. Fırına atalım 10 dakika pişsin ( önceden ısıtılmış 200 derece fırında ). Sonra fırından alıp üzerine kaşar ve sucuğu ekleyip fırına sürelim 5 dakika sonra alalım. Afiye olsun.,,,,
Aperatifler,Meksika Usulü Enfes Rulo Yumurta (Videolu),"yumurta, mantar, kırmızı biber, orta boy haşlanmış patates, kasar peyniri, tuz, karabiber, kırmızı toz biber, tereyağı","2, 5 adet, 1 adet, 1, 1 dilim, Biraz, Biraz, Biraz, 2 yemek kaşığı",2 yumurta | 5 adet mantar | 1 adet kırmızı biber | 1 orta boy haşlanmış patates | 1 dilim kasar peyniri | Biraz tuz | Biraz karabiber | Biraz kırmızı toz biber | 2 yemek kaşığı tereyağı,"Patates ezilir, kasar rendelenir. Biber julyen doğranır. Yumurta mikserle az üz katılıp köpürene kadar çırpılır mantar çok ince doğranır. Tereyağı eritilir, biber biber biraz kavrulur. Ardından mantar eklenir kapağı kapatılır ara ara karıştırılır pişince patates katılır ve iyice karıştırılır ocaktan alınır baharatlar katılır ve kasar eklenip karıştırılır. Öbür tarafta yumurta az tuz ile çırpılır geniş ve yanmaz tava hafif yağlanır ince bir tabaka yumurta serilir Biraz pişince hazırlanan harç dörde bölünür bir parçası yumurtanın üst köşesine uzunlama dizilir. Bir kat sarılır sarılan yere geri çekilir işlem dört kez tekrarlanır. En son tekrar sarılır ve ocaktan alınıp börek gibi dilimlenir",,,,
Aperatifler,Yumurtayı Sevdiren Kardan Adam,"haşlanmış yumurta, domates, siyah zeytin, Labne peynir, salatalık, havuç","1 tane, 1 tane, 1 tane, Belirtilmemiş, 1 tane, 1 tane",1 tane haşlanmış yumurta | 1 tane domates | 1 tane siyah zeytin | Labne peynir | 1 tane salatalık | 1 tane havuç,"Yumurta haşlanır. Resimdeki gibi yerleştirilir. Gözleri ve düğmeleri için siyah zeytin kullandım. Domatesten atkısını şapkasını ve ağzını yaptım ,süpürgesinide salatalıkla şekil verdim. Burnu içinde havuçtan küçük bi üçgen yaptım, sanki kar yağıyormuş gibi labne peynirden tabağa noktalar koydum.",,,,
Aperatifler,İzmir Kumrusu,"Susamlı kumru ekmeği, tulum peyniri, domates, yeşil sivri biber","Belirtilmemiş, 2 dilim, 3 dilim, 1 adet",Susamlı kumru ekmeği | 2 dilim tulum peyniri | 3 dilim domates | 1 adet yeşil sivri biber,"Susamlı kumru ekmeğini bıçakla ortadan kesin. İçerisine domatesleri, peynirleri ve biberi koyup ekmeği kapatın.",,,,
Aperatifler,Börülce Salatası,"börülce, limon suyu, zeytinyağ, orta boy domates, sarımsak, Tuz","300 gram, 3 tatlı kaşığı, 4 yemek kaşığı, 2, 3 diş, Belirtilmemiş",300 gram börülce | 3 tatlı kaşığı limon suyu | 4 yemek kaşığı zeytinyağ | 2 orta boy domates | 3 diş sarımsak | Tuz,"Börülcelerin uç kısımlarını aldım. Ondan sonra güzelce yıkadım. Tencereye koyup üzerine suyunu ilave edip haşladım. Yumuşayan börülceleri soğuk suyun içine koydum. 15 dk kadar beklettim. Sonra servis tabağına koydum. Tavaya zeytinyağını koyup üzerine kabuklarını soyduğum domatesleri ,sarımsağını ,koyup güzelce kavurdum. Servis sırasında limon suyunu gezdim. Üzerine domates sosu döküp servis yaptım. Yapanlara yiyenlere afiyet olsun 😋.",,,,
Aperatifler,Bebeklere Kilo Aldıran Şifa Çorbası + 6,"küçük patates, küçük soğan, adet kabak, adet havuç, pirinç, irmik, bebek buğday ruşeymi, hakiki bebek zeytinyağı, nane","1 adet, 1 adet, Yarım, Yarım, 1 tatlı kaşığı, 1 tatlı kaşığı, 1 çay kaşığı, 1 tatlı kaşığı, 1 çay kaşığı",1 adet küçük patates | 1 adet küçük soğan | Yarım adet kabak | Yarım adet havuç | 1 tatlı kaşığı pirinç | 1 tatlı kaşığı irmik | 1 çay kaşığı bebek buğday ruşeymi | 1 tatlı kaşığı hakiki bebek zeytinyağı | 1 çay kaşığı nane,Tüm malzemeleri küçük küçük ince şekilde doğrayıp üzeri geçecek kadar su ile haşlayın. Piştikten sonra blenç edip üzerine sosunu ve ruşeymi ilave edip karıştıralım ve miniklere servis edelim :) dilerseniz ertesi gün için kavanoza sıcak şekilde koyup dolapta saklayabilirsiniz afiyet şifa olsun :).,,,,
Aperatifler,Tavuk Burger,"Burger ekmeği, tavuk göğsü, sarımsak, yumurta sarısı, un, Karabiber, Tuz, çırpılmış yumurta, un, galeta unu, Soğan, Domates, Marul","Belirtilmemiş, 600 gram, 2-3 diş, 1, 1 yemek kaşığı, Belirtilmemiş, Belirtilmemiş, 2 adet, 1 kase, 1 su bardağı, Belirtilmemiş, Belirtilmemiş, Belirtilmemiş",Burger ekmeği | 600 gram tavuk göğsü | 2-3 diş sarımsak | 1 yumurta sarısı | 1 yemek kaşığı un | Karabiber | Tuz | 2 adet çırpılmış yumurta | 1 kase un | 1 su bardağı galeta unu | Soğan | Domates | Marul,"Tavuk,sarımsak,yumurta,un,karabiber ve tuzu robottan geçirin. Elinizi ıslatarak şekil verin. Önce una sonra yumurtaya ve daha sonra galetaya bulayıp kızan yağda kızartın. Ekmeğin arasına çıtır tavuk, soğan, domates ve marulu yerleştirin afiyet olsun…😋😋.",,,,
Aperatifler,Cennet Lokumu,"cennet hurması, tahin, ceviz","1 adet, 2 yemek kaşığı, 4 adet",1 adet cennet hurması | 2 yemek kaşığı tahin | 4 adet ceviz,"Cennet hurmasını yıkayıp servis tabağına alıyorum. Üzerine tahin gezdiriyorum ve ceviz ekleyip servis ediyorum ,afiyet olsun kişi sayısına göre adet artırılır.",,,,
Aperatifler,Soğanlı Rulo Poğaça,"ılık süt, sıvı yağ, instant maya (veya yarım paket yaş maya), şeker, tuz, un, yemeklik doğranmış kuru soğan, susam, salça, tuz, kekik, pul biber, çay kaşığı kimyon, çay kaşığı karabiber, tatlı toz biber, Sıvı yağ","2 çay bardağı, 1 çay bardağı, 1 paket, 1 tatlı kaşığı, 1 tatlı kaşığı, 4 su bardağı, 4 adet, 1 çay bardağı, 2 yemek kaşığı, 1 çay kaşığı, 1 çay kaşığı, 1 çay kaşığı, Yarım, Yarım, 1 çay kaşığı, Belirtilmemiş",2 çay bardağı ılık süt | 1 çay bardağı sıvı yağ | 1 paket instant maya (veya yarım paket yaş maya) | 1 tatlı kaşığı şeker | 1 tatlı kaşığı tuz | 4 su bardağı kadar un | 4 adet yemeklik doğranmış kuru soğan | 1 çay bardağı susam | 2 yemek kaşığı salça | 1 çay kaşığı tuz | 1 çay kaşığı kekik | 1 çay kaşığı pul biber | Yarım çay kaşığı kimyon | Yarım çay kaşığı karabiber | 1 çay kaşığı tatlı toz biber | Sıvı yağ,"İlk olarak ılık süt, şeker ve mayayı kabımıza alıp maya eriyene dek çırpalım. Ardından sıvı yağ ve tuzu ekleyip tekrar karıştıralım. Unu azar azar ilave ederek ele yapışmayan, yumuşak bir hamur yoğuralım. Üzerini kapatıp 30–40 dakika mayalanmaya bırakalım. Hamur mayalanırken iç harcı hazırlayalım. Soğanları küp küp doğrayıp sıvı yağda kavuralım. Rengi dönmeye başlayınca salçayı ekleyip karıştıralım. Ardından susam ve baharatları ilave edelim. 1–2 dakika daha kavurup ocaktan alalım ve soğumaya bırakalım. Mayalanan hamuru 2 eşit parçaya bölelim. İlk parçayı unlanmış tezgahta ince olacak şekilde açalım. İç harcı her yerine eşit şekilde yayalım. Kenarlarını dilersek hafifçe içe katlayıp rulo şeklinde saralım. İstediğimiz genişlikte kesip yağlanmış tepsiye dizelim. Üzerini örtüp 15 dakika daha mayalandıralım. Önceden ısıtılmış 180 derece fırında, üzeri hafif kızarana kadar yaklaşık 25–30 dakika pişirelim.",,,,
Aperatifler,Anne Sütü Arttıran Tarif 3,"istiridye mantarı, yumurta, tereyağ","3 adet, 2 adet, 1,5 yemek kaşığı","3 adet istiridye mantarı | 2 adet yumurta | 1,5 yemek kaşığı tereyağ",İstiridye mantarlarımızı güzelce ve dikkatlice yıkayalım. Uygun tavaya hemen tereyağı koyalım ve istiridye mantarlarımızı gelişi güzel keselim ve tavaya koyup kavurmaya başlayalım. Yarım çay kaşığı tuz ekleyelim. Mantarlarımız kavrulunca içine yumurtalarımızı kıralım. İyice pişirelim. Annelere afiyet olsun. .,,,,
Aperatifler,Meksikalı Omlet,"yumurta, mor soğan, Meksika Fasulyesi, Acı Sos, Acı Paprika","4 adet, 1 adet, 100 gr, 1 tatlı kaşığı, 1 çay kaşığı",4 adet yumurta | 1 adet mor soğan | 100 gr. Meksika Fasulyesi | 1 tatlı kaşığı Acı Sos | 1 çay kaşığı Acı Paprika,Bir adet mor soğanı küp küp doğruyoruz. Tavaya 2 yemek kaşığı zeytinyağı koyup soğanları soteliyoruz. Haşlanmış Meksika Fasulyelerini tavaya atıp kavurmaya devam ediyoruz. Acı sosu ekliyoruz. Bir kabın içine 4 adet yumurtayı kırıp fazla çırpamadan sarılarının karışmasını sağlıyoruz. Tavaya yumurtayı gezdirerek koyuyoruz. Üzerine Acı Paprikayı serpiyoruz.Afiyet olsun.,,,,
Aperatifler,Şekerpare,"tereyağı, sıvı yağ, pudra şekeri, irmik, yumurta, vanilya şekeri, kabartma tozu, un, su, şeker","125 gram, 1 çay bardağı, 1 çay bardağı, 1 çay bardağı, 1 adet, 1 paket, 1 paket, 3 su bardağı, 2,5 su bardağı, 2,5 su bardağı","125 gram tereyağı | 1 çay bardağı sıvı yağ | 1 çay bardağı pudra şekeri | 1 çay bardağı irmik | 1 adet yumurta | 1 paket vanilya şekeri | 1 paket kabartma tozu | 3 su bardağı un | 2,5 su bardağı su | 2,5 su bardağı şeker","Öncelikle şerbetimizi hazırlayalım. Şeker ve suyu uygun bir tencereye alalım, kaynatalım. Kaynadıktan sonra altını kısalım kısık ateşte15 dakika daha kaynatıp, kapatalım. Un hariç bütün malzemeleri derin bir kaba alalım, karıştıralım, unu da yavaş yavaş ekleyerek hamurumuzu yoğuralım. Cevizden biraz büyük parçalar koparıp, yuvarlayalım, üzerine fındık veya badem koyalım. Önceden ısıtılmış fırında 180°c 30-35 dakika pişirelim. Fırından çıkardığımız tatlımızın 10 dakika beklettikten sonra soğuttuğumuz şerbetimizi üzerine gezdirelim.",,,,
Aperatifler,Yumurta Kapama,"tereyağı, yumurta, Nane, Pul biber","1 yemek kaşığı, 2, Belirtilmemiş, Belirtilmemiş",1 yemek kaşığı tereyağı | 2 yumurta | Nane | Pul biber,"Yumurtları haşlayalım. Tavada tereyağını eritelim, pul biber, nane ekleyelim kızarınca yumurtalar 2 ye bölüp atalım. Kızarınca kapatalım. Afiyet olsun.",,,,
Aperatifler,Sarımsaklı Ekmek,"ılık su, ılık süt, toz şeker, tuz, zeytinyağı, un (dikkatli ekleyin), tereyağ, zeytinyağı, sarımsak, maydanoz, er çay kaşığı kekik, Pulbiber, Karabiber, Kaşar peyniri, Zeytinyağı dilimleri, Dilerseniz sucuk","1 su bardağı, 1 su bardağı, 1 yemek kaşığı, 1 tatlı kaşığı, 2- 3 yemek kaşığı, 5 su bardağı, 1.5 yemek kaşığı, 2- 3 yemek kaşığı, 3- 4 diş, 1 tutam, 1, Belirtilmemiş, Belirtilmemiş, Belirtilmemiş, Belirtilmemiş, Belirtilmemiş",1 su bardağı ılık su | 1 su bardağı ılık süt | 1 yemek kaşığı toz şeker | 1 tatlı kaşığı tuz | 2- 3 yemek kaşığı zeytinyağı | 5 su bardağı kadar un (dikkatli ekleyin) | 1.5 yemek kaşığı tereyağ | 2- 3 yemek kaşığı zeytinyağı | 3- 4 diş sarımsak | 1 tutam maydanoz | 1 er çay kaşığı kekik | Pulbiber | Karabiber | Kaşar peyniri | Zeytinyağı dilimleri | Dilerseniz sucuk,"Hamuru için ılık su ve sütü yoğurma kabına alın, toz şeker ve mayayı ekleyin karıştırın. Üzerini kapatın 10 dakika kabarmasını bekleyin, ardından kalan malzemeleri ekleyip hamuru yoğurun . Üzerini kapatın 1 saat mayalandırın . Ardından elinizle bastırıp havasını alın mandalina büyüklüğünde bezelere ayırın .15 dk dinlendirin. Sarımsaklı sos için gerekli malzemeleri bir kaseye alıp karıştırın dinlenen bezeleri pide şeklinde uzunlamasına açın tepsiye dizin. Üzerine sarımsaklı sostan sürün daha sonra 1 er tutam kaşar peyniri ekleyin en son üzerine dilimlenmiş zeytin ekleyip (sucuk da çok yakıştı ). 180 derecelik fırında kızarana kadar pişirin.",,,,
Aperatifler,Hatay’ımızın Kömbesi,"tereyağı, su bardağı zeytin yağı, su bardağı su, su bardağı süt, su bardağı şeker, kabartma tozu, vanilin, kömbe için özel baharat, su bardağı un (kontrollü), İri doğranmış ceviz ve doğranmış hurma, Susam( isteğe bağlı) (susamsız kalıptan çıkmıyor)","125 gram, 1, Yarım, Yarım, 1,5, 1 paket, 1 paket, 1 yemek kaşığı, 7-8, Belirtilmemiş, Belirtilmemiş","125 gram tereyağı | 1 su bardağı zeytin yağı | Yarım su bardağı su | Yarım su bardağı süt | 1,5 su bardağı şeker | 1 paket kabartma tozu | 1 paket vanilin | 1 yemek kaşığı kömbe için özel baharat | 7-8 su bardağı un (kontrollü) | İri doğranmış ceviz ve doğranmış hurma | Susam( isteğe bağlı) (susamsız kalıptan çıkmıyor)",Bütün malzemeyi yoğurma kabına alıyoruz unu azar azar ekliyoruz. Yumuşacık bir hamur elde edeceğiz hamurdan ceviz büyüklüğünde parçalar alıp içine hurma veya ceviz ile doldurduktan sonra yuvarlıyoruz bir tarafını susama buladıktan sonra kalıba basıp şekil veriyoruz . Kalıbınız yoksa yuvarlayıp susama batırdıktan desenli silikon nihale ile de şekil verebilirsiniz. Yağlı kağıt ‏serili tepsiye diziyoruz. Önceden ısıtılmış 180° fırında pembeleşene kadar pişiriyoruz(35-40 dk kadar).,,,,
Aperatifler,Yulaf Tost,"ince öğütülmüş yulaf, yoğurt(katı kısmı olması lazım), yumurta, Kaşar","3 yemek kaşığı, 1 yemek kaşığı, 1, Belirtilmemiş",3 yemek kaşığı ince öğütülmüş yulaf | 1 yemek kaşığı yoğurt(katı kısmı olması lazım) | 1 yumurta | Kaşar,"Yumurta, yulaf ve yoğurdu iyice karıştırıyoruz. Tost makinesine yağlı kağıt koyup, hazırladığımız karışımı döküyoruz ve bir spatula veya kaşık yardımıyla eşit şekilde yayıyoruz üzerini yağlı kağıtla kapatıp tost makinesinin kapağını da kapatıyoruz. Hazır olan tostumuzun yarısına kaşar koyup, diğer yarısıyla üzerini kapatıyoruz ben tel peynir tercih ettim. Kaşarlarımız eridikten sonra tostumuz hazır. Afiyet olsun.",,,,
Aperatifler,Patates Yağlaması (Gaziantep Usulü Dürümlük),"orta boy patates (küçükse 8 tane), kuru soğan, yeşil soğan, demet maydanoz, zeytinyağı veya sıvı yağ, karışık salça (acı tatlı karışımından), silme karabiber, pulbiber, dolusu tuz","6, 4 tane, 2 dal, Yarım, 1 çay bardağı, 1 yemek kaşığı, 1 çay kaşığı, 1 tatlı kaşığı, 1 çay kaşığı",6 orta boy patates (küçükse 8 tane) | 4 tane kuru soğan | 2 dal yeşil soğan | Yarım demet maydanoz | 1 çay bardağı zeytinyağı veya sıvı yağ | 1 yemek kaşığı karışık salça (acı tatlı karışımından) | 1 çay kaşığı silme karabiber | 1 tatlı kaşığı pulbiber | 1 çay kaşığı dolusu tuz,"İlk olarak patateslerimizi yıkayıp, tenceremize alıp üzerini geçecek şekilde su ekleyip, ocağımıza alıp haşlayalım. Yaklaşık 20 dk kadar geçtikten sonra çatal veya bıçakla kontrol edelim, haşlanmış ise ocağımızı kapatalım. Suyunu süzüp soğumaya bırakalım. Soğuyunca kabuklarını soyup küp küp doğrayalım. Soğanlarımızı yemeklik doğrayalım yeşil soğanı beyazı ayrı yeşili ayrı olacak şekilde doğrayalım. Maydanozuda doğrayalım. Tenceremize yağımızı ekleyip kuru soğanlarımızı da ekleyip kavuralım. Soğanlar solunca yeşil soğanın beyaz kısımlarını ve salçamızı tuzu karabiber pulbiber ekleyip, karıştıralım. 2 dk kadar kavuralım. Üzerine doğradığımız patateslerimizi ekleyip karıştıralım. Patateslerin üzerinede maydanozu ve yeşil soğanın yeşil kısımlarını ekleyip karıştıralım. Bir iki dakika kavurup ocağı kapatalım. Service hazır afiyet olsun 🙂",,,,
Aperatifler,Mantar Sote,"g kültür mantarı (dilimlenmiş), orta boy soğan (yarım ay veya yemeklik doğranmış), kapya biber (kırmızı renk çok yakışıyor), yeşil biber, sarımsak (ezilmiş), zeytinyağı + 1 tatlı kaşığı tereyağı, tatlı kaşığı tuz, çay kaşığı karabiber, Bol kekik","350, 1 adet, 1 adet, 1 adet, 1 diş, 2 yemek kaşığı, Yarım, Yarım, Belirtilmemiş",350 g kültür mantarı (dilimlenmiş) | 1 adet orta boy soğan (yarım ay veya yemeklik doğranmış) | 1 adet kapya biber (kırmızı renk çok yakışıyor) | 1 adet yeşil biber | 1 diş sarımsak (ezilmiş) | 2 yemek kaşığı zeytinyağı + 1 tatlı kaşığı tereyağı | Yarım tatlı kaşığı tuz | Yarım çay kaşığı karabiber | Bol kekik,"Tava ocağa alın ve iyice ısınmasını beklenir. Mantarın püf noktası yüksek ateştir. Yağı koymadan önce mantarlar tavaya atılır. Yüksek ateşte mantarlar hafif renk alana kadar sotelenir. (yağı başta koyarsan mantarlar yağı çeker ve ağırlaşır). Mantarlar hafif renk alınca zeytinyağını ve soğanları eklenir. Soğanlar şeffaflaşana kadar çevrilir. Biberleri eklenir. 2-3 dakika daha sotelenir. Ardından sarımsağı ve tereyağını eklenir. Tereyağı sotenin pilavın üzerine dökülecek o güzel suyuna lezzet verecek. Biberler yumuşayınca tuz ve karabiberini atılır. Ocağı kapatmadan hemen önce kekiği serpiştirilir, şöyle bir tur çevrilir ve hemen ocaktan alınır. Afiyet olsun 🌸.",,,,
Aperatifler,Sebzeli Şehriye Pilavı,"kırmızı biber, kuru soğan, mantar (istediğiniz kadar koyabilirsiniz), havuç, arpa şehriye, tereyağı, Tuz, Karabiber, Tozbiber, Kırmızı biber, sıcak su","1 adet, 1 adet, 10-15 adet, 1 adet, 1,5 su bardağı, 2 kaşık, Belirtilmemiş, Belirtilmemiş, Belirtilmemiş, Belirtilmemiş, 3 su bardağı","1 adet kırmızı biber | 1 adet kuru soğan | 10-15 adet mantar (istediğiniz kadar koyabilirsiniz) | 1 adet havuç | 1,5 su bardağı arpa şehriye | 2 kaşık tereyağı | Tuz | Karabiber | Tozbiber | Kırmızı biber | 3 su bardağı sıcak su","Uygun bir tencereye tereyağını alalım eridikten sonra küp küp doğranan kırmızı biber,soğan ve havucu ekleyerek kavuralım. İyice kavrulduktan sonra mantarı da ekleyelim kavurmaya devam edelim. Arpa şehriyeleri de tavaya ilave ederek iyice kavuralım. Şehriyeler çok kavrulmazsa lapa olur❗️❗️ şehriyelerin üzerine sıcak suyu ekleyelim baharatlarınıda ekleyelim pilavımızın tuzunu ayarlayalım. Tavanın kapağını kapatarak suyunu çekmeye bırakalım. Suyunu çeken pilavımızın altını kapatalım ve kapağın altına havlu kağıt yerleştirerek demlenmeye bırakalım.",,,,
Aperatifler,Patates Mantısı,"küçük boy patates, zeytinyağı veya sıvı yağ, pul biber, kuru nane, kimyon, karabiber, kuru reyhan, tuz, büyük kase yoğurt, ezilmiş sarımsak, tereyağı, domates salçası, pul biber, nane","12 adet, 3-4 kaşık, 1 tatlı kaşığı, 1 tatlı kaşığı, 1 çay kaşığı, 1 çay kaşığı, 1 çay kaşığı, Belirtilmemiş, 1, 3 diş, 2 yemek kaşığı, 1 tatlı kaşığı, Belirtilmemiş","12 adet küçük boy patates | 3-4 kaşık zeytinyağı veya sıvı yağ | 1 tatlı kaşığı pul biber | 1 tatlı kaşığı kuru nane | 1 çay kaşığı kimyon | 1 çay kaşığı karabiber | 1 çay kaşığı kuru reyhan | tuz | 1 büyük kase yoğurt | 3 diş ezilmiş sarımsak | 2 yemek kaşığı tereyağı | 1 tatlı kaşığı domates salçası | pul biber, nane","Patatesleri haşlıyoruz. Haşlanmış olan patateslerin kabuğunu soyup küp küp doğruyoruz. Tavada tereyağını eritiyoruz patatesleri ekliyoruz, yumuşayana kadar kavuruyoruz. Baharatları ve tuzunu ilave ediyoruz. Soğumaya bırakıyoruz. Soğuduktan sonra buz dolabında bekletirseniz daha güzel bir tat alacaktır. Sosu için bir büyük kaseye yoğurt alıyoruz üzerine sarımsağı eziyoruz. Tereyağını erittikten sonra, salçayı ilave ediyoruz kokusu çıkana kadar kaşıkla karıştırıyoruz pul biberi ilave ediyoruz. Servis tabağına alıyoruz ve salçalı sosun üzerine nane serpiyoruz.",,,,
Aperatifler,Airfryer Kestane Tarifi,"kestane, Sıcak su (üzerini geçecek kadar), tuz","500 gram, Belirtilmemiş, 1 tatlı kaşığı",500 gram kestane | Sıcak su (üzerini geçecek kadar) | 1 tatlı kaşığı tuz,"İlk olarak kestanelerin bombeli kısımlarına çizik atın. Çizik attığınız kestaneleri, derin bir kaba alıp, üzerini geçecek kadar sıcak suyu ve tuzu ekleyin. 30 dakika kadar beklemeye alın. Ardından suyunu süzdüğünüz kestaneleri çizik kısımları üstte kalacak şekilde airfryer haznesine dizin. Airfryer’ı 200°c’ ye ayarlayıp, 15 dakika pişirin. Afiyet olsun!",,,,
Aperatifler,Beyaz Gofretli Soğuk Kahve,"granül kahve, kaynamış su, yemek toz şeker, süt, beyaz çikolatalı gofret","2 yemek kaşığı, 1 çay bardağı, 2, 3 su bardağı, 1",2 yemek kaşığı granül kahve | 1 çay bardağı kaynamış su | 2 yemek toz şeker | 3 su bardağı süt | 1 beyaz çikolatalı gofret,"Kahve, kaynamış su ve şekeri bir kaba alıp mikserle iyice çırpalım. Sadece köpük olana kadar çırpalım. Bardakları soğuk sütleri ekleyelim. Üzerine hazırladığımız köpük kahveden koyalım. Kahve üzerine rendelenmiş gofret ile süsleyelim, servis edebilirsiniz. Afiyet olsun🌸.",,,,
Aperatifler,Patates Çanağında Göz Yumurta,"büyük boy patates (patatesim baya büyüktü), parmesan ya da kaşar rendesi (küçük bi kase), Tuz, yumurta (her bir patates çanağına 1 yumurta koyacağız), Yeşil soğan veya maydanoz","1, 30 gram, Belirtilmemiş, 4, Belirtilmemiş",1 büyük boy patates (patatesim baya büyüktü) | 30 gram parmesan ya da kaşar rendesi (küçük bi kase) | Tuz | 4 yumurta (her bir patates çanağına 1 yumurta koyacağız) | Yeşil soğan veya maydanoz,"Patatesi haşlayıp suyunu süzelim. Güzelce ezelim ve içine peynirini ve tuzunu ilave edip iyice karıştıralım. 4 ‘e bölelim. Göz kararı ayarlayın 4 e bölünce çanaklar küçük oluyorsa 3 e bölün harcınızı. Her bir parçayı yağlı kağıt serili fırın tepsisine dizelim. Ben airfryer da pişirdim. Öyle yaparsanız kolaylık olur. Çanak şeklinde açalım. Kenarları yükseltelim çünkü ortasına sonradan yumurta koycaz akmaması gerekiyor. Patatesleri 180 derecede airfryer da 10 dk pişirdim ben üzerleri kızarana kadar. Fırında da yapabilirsiniz dediğim gibi. Ardından çıkaralım ve ortalarına birer yumurta kıralım. Tuz serpelim ve tekrardan airfryera gönderip 160 derecede 10 dk pişirelim. Bu her fırına göre farkeder mutlaka ama mutlaka başından ayrılmayın yumurtayı koyduktan sonra. Hemen pişebilir, o zaman yumurtanız çok pişerse tadı güzel olmaz. Afiyetler olsun 😊.",,,,
