Kategori,Baslik,Malzemeler,Malzemelerin Miktari,Tarifteki malzemeler,Hazirlanis,Kalori (kcal),Karbonhidrat (g),Protein (g),Yag (g)
Aperatifler,Kıymalı Yumurta Tarifi Mis Gibi (Videolu),"kıyma, yeşil biber, soğan, Kekik, Toz biber, Tuz, yumurta, domates salça, minik domates, demet maydanoz, Rendelenmiş kasar","250 gram, 2 adet, 1 adet, Belirtilmemiş, Belirtilmemiş, Belirtilmemiş, 4 adet, 1 tatlı kaşığı, 3 -4, Çeyrek, Belirtilmemiş",250 gram kıyma | 2 adet yeşil biber | 1 adet soğan | Kekik | Toz biber | Tuz | 4 adet yumurta | 1 tatlı kaşığı domates salça | 3 -4 minik domates | Çeyrek demet maydanoz | Rendelenmiş kasar,"Biberlerimizi ve soğanlarımızı tavada iyice kavuruyoruz, ardından kıymamızı ve baharatlarımızı ekleyip kavurmaya devam ediyoruz. İçine salçamızıda ekleyip, kısığa alıp, kavurmaya devam ve baharatlarımızıda bu sırada ekleyelim. En son pişen kıymamıza maydanozlarımızı da ekleyip karıştırmaya devam, maydanozu hem içine hem üzerine kullanıyor olacağız. En son yumurtalarımızı da kırıp iyice pişirelim isteyen üzerinde göz göz bırakıp pişirebilir. En son rendelenmiş kaşarımızı da üzerine döküp ocaktan alalım. Miş gibi banalım, afiyet olsun :).",,,,
Aperatifler,Fındıklı Baklava,"süt, sıvı yağ, yumurta, elma sirkesi, fiske tuz, kabartma tozu, buğday nişastası, vanilya, şeker, su, limon suyu","1 çay bardağı, 1 çay bardağı, 1 adet, 1 yemek kaşığı, 1, 1 paket, 1 çay bardağı, 1 paket, 7 su bardağı, 7 su bardağı, Yarım",1 çay bardağı süt | 1 çay bardağı sıvı yağ | 1 adet yumurta | 1 yemek kaşığı elma sirkesi | 1 fiske tuz | 1 paket kabartma tozu | 1 çay bardağı buğday nişastası | 1 paket vanilya | 7 su bardağı şeker | 7 su bardağı su | Yarım limon suyu,"Tüm malzemeler karıştırılır ve un azar azar eklenir. Kulak memesi olana kadar yoğrulur. Ona göre un miktarı belirlenir. Hamur ikiye bölünür ve 20 şer beze elde edilir. 10ar kat her biri açılıp tepsiye serilir, aralarına fındık serpilir. Böylece 4 kat elde edilir. İstenilen şekilde kesilir. En son üzerine tereyağı kızdırılır ve dökülür. Fırına verilir kızarıncaya kadar pişirilir. Şerbet 20 dakika kaynatılır ve limon da eklenir o arada. Ve en son pişen baklavanın üzerine şerbet dökülür. Afiyet olsun.",,,,
Aperatifler,Isırgan Çorbası,"soğan, bağ ısırgan, un, zeytin yağı, karışık salça, tuz, Yeteri kadar tuz","1 adet, Yarım, 1,5 yemek kaşığı, 1 fincan, 1 yemek kaşığı, 1 çay kaşığı, Belirtilmemiş","1 adet soğan | Yarım bağ ısırgan | 1,5 yemek kaşığı un | 1 fincan zeytin yağı | 1 yemek kaşığı karışık salça | 1 çay kaşığı tuz | Yeteri kadar tuz","İlk olarak tencereye ince doğranmış soğan ve zeytinyağı koyalım ve kavuralım. Kavrulan soğana ince kıyılmış ısırgan ekleyelim ve kavuralım. Sonra salçayı ilave edip, karıştıralım biraz kavrulunca su ilave edelim. Ardından unu bir kaseye koyup, suyla açalım ve çorbaya ilave edelim. Tuz ekleyerek 10 dakika kaynatıp, altını kapatalım. Afiyet olsun.",,,,
Aperatifler,Nana Pankeki  (+8 Aylık Bebek Kahvaltısı),"çay bardağı hindistan cevizi sütü, muz (küçükse bir tane muz da olabilir), yumurta, Bir tatlı kaşığı tahin, yulaf (ben öğütülmüş yulaf kullandım)","Yarım, Yarım, 1, Belirtilmemiş, 2 yemek kaşığı",Yarım çay bardağı hindistan cevizi sütü | Yarım muz (küçükse bir tane muz da olabilir) | 1 yumurta | Bir tatlı kaşığı tahin | 2 yemek kaşığı yulaf (ben öğütülmüş yulaf kullandım),"Tüm malzemeleri bızztlıyoruz, biraz akışkan bir kıvam alıyor. Pankek tavasında önlü arkalı pişiyoruz. Ben tavayı iyice ısıttıktan sonra ocağın altını kıstım ve kısık ateşte pişirdim. Çevirmek için acele etmeyin, alışkanlığı tamamen geçince çevirirseniz dağılmaz ve rahat çevrilir.",,,,
Aperatifler,Çıtır Yufkalı Tavuklu Salata,"tavuk göğsü (haşlanmış, didiklenmiş), haşlanmış nohut, közlenmiş kapya biber, kornişon salatalık, sarımsak, mayonez, yufka, yoğurt, Tuz, tereyağı, karabiber, pul biber, nane","1, 1,5 su bardağı, 4 adet, 5,6 adet, 2 diş, 2 yemek kaşığı, 2 adet, 2 su bardağı, Belirtilmemiş, 2 yemek kaşığı, 1 çay kaşığı, 1 çay kaşığı, 1 çay kaşığı","1 tavuk göğsü (haşlanmış, didiklenmiş) | 1,5 su bardağı haşlanmış nohut | 4 adet közlenmiş kapya biber | 5,6 adet kornişon salatalık | 2 diş sarımsak | 2 yemek kaşığı mayonez | 2 adet yufka | 2 su bardağı yoğurt | Tuz | 2 yemek kaşığı tereyağı | 1 çay kaşığı karabiber | 1 çay kaşığı pul biber | 1 çay kaşığı nane",Öncelikle nohutlarımızı haşlayalım. Aynı zamanda tavuk göğsümüzü biraz tuz ile uygun bir tencerede haşlamaya bırakalım. Bu arada közlenmiş kapya biber ve kornişon salatalığı küp küp doğrayalım. Haşlanan tavuğu didikleyelim. Tüm malzemeleri karıştırıp sarımsak ve mayonezi ekleyerek yoğurt ilave edelim. 2 adet yufka yaprağımızı alıp ince ince kesip çöp şişe saralım ucunu suyla ıslatalım ki açılmasın. Ardından rulo halinde küçük küçük keselim. Yağda kızarttığımız çıtır yufkaları karıştırdığımız salatanın üzerine yerleştirerek kızarttığımız tereyağı ve baharatları üzerine dökelim. Afiyet olsun 👌🏻.,,,,
Aperatifler,Nohutlu Patlıcan Tava,"alacalı soyulmuş patlıcan, kapya biber doğranmış, yeşil sivri biber, irice kuru soğan, doğranmış domates, haşlanmış nohut, domates salçası, sıcak su, Sıvı yağ (patlıcanları kızartmak için), Sarımsak tozu, Karabiber, Kırmızı toz biber, Tuz, İnce doğranmış maydanoz","4 adet, 1, 5 adet, 3 adet, 3 adet, 1 su bardağı, 1 yemek kaşığı, 1 su bardağı, Belirtilmemiş, Belirtilmemiş, Belirtilmemiş, Belirtilmemiş, Belirtilmemiş, Belirtilmemiş",4 adet alacalı soyulmuş patlıcan | 1 kapya biber doğranmış | 5 adet yeşil sivri biber | 3 adet irice kuru soğan | 3 adet doğranmış domates | 1 su bardağı haşlanmış nohut | 1 yemek kaşığı domates salçası | 1 su bardağı sıcak su | Sıvı yağ (patlıcanları kızartmak için) | Sarımsak tozu | Karabiber | Kırmızı toz biber | Tuz | İnce doğranmış maydanoz,Patlıcanları alacalı soyup doğrayın. Acısını bırakması için tuzlu suda en az 20–30 dakika bekletin. Ardından suyunu iyice sıkıp kurulayın. Kızgın yağda patlıcanları çok yumuşatmadan hafifçe kızartın ve kenara alın. Genişçe bir tavaya biraz sıvı yağ ekleyin. Yemeklik doğradığınız soğanları ekleyip kavurun. Soğanlar yumuşayınca doğradığınız biberleri ekleyin ve birlikte kavurmaya devam edin. Ardından doğranmış domatesleri ve salçayı ekleyin. Salça kokusu çıkana kadar birkaç dakika pişirin. Haşlanmış nohutları ve baharatlarını ilave edin. Üzerine 1 su bardağı sıcak suyu gezdirin ve baharatları ekleyin. Son olarak kızarttığınız patlıcanları ekleyin. Kapağını kapatıp kısık ateşte yaklaşık 10–15 dakika pişirin. Servis ederken üzerine ince kıyılmış maydanoz.,,,,
Aperatifler,Mantar Soslu Makarna,"mantar, makarna, orta boy soğan, orta boy kırmızı biber, sarımsak, krema, mısır nişastası (1 yemek kaşığı 100 ml soğuk suda eritilir), haşlanmış makarna suyu, salça, Tuz, Karabiber, Kırmızı toz biber, Kimyon","1 kg, 750 gr, 1,5 adet, 1,5 adet, 3 diş, 2 paket, 100 ml, 1 bardak, 1 tatlı kaşığı, Belirtilmemiş, Belirtilmemiş, Belirtilmemiş, Belirtilmemiş","1 kg mantar | 750 gr makarna | 1,5 adet orta boy soğan | 1,5 adet orta boy kırmızı biber | 3 diş sarımsak | 2 paket krema | 100 ml mısır nişastası (1 yemek kaşığı 100 ml soğuk suda eritilir) | 1 bardak haşlanmış makarna suyu | 1 tatlı kaşığı salça | Tuz | Karabiber | Kırmızı toz biber | Kimyon","Makarnalar haşlanırken sosu hazırlayın. Sos için derin bir tavanın içine tereyağı koyun ve soğanı, kırmızı biberi ve sarımsağı kızartın. Mantarları dörde bölerek tavaya ilave edelim. Mantarlar ölmeye yakın salça ilave edelim biraz karıştırdıktan sona baharatlarını ilave ediyoruz. Kremayı ekleyin ve karıştırarak pişirin. Krema kaynamaya başlayınca nişastayı ekleyin ve kremleşene kadar karıştırın. Nişasta kremleştikten sonra kenara koyduğunuz suyu ekleyin ve devamlı karıştırın. Makarnalar piştikten sonra makarnaları ekleyin ve sosla birlikte karıştırın. Afiyet olsun.",,,,
Aperatifler,Çilekli Fit Pasta,"çilek, süzme yoğurt (ya da 2 yemek kaşığı yoğurt + 1 yemek kaşığı labne de olabilir ekşi olmasın diye), bal, karabuğday patlağı, süt, bal, hindistan cevizi tozu, çilek","4-5 adet, 3 yemek kaşığı, 2 yemek kaşığı, 3 adet, 1 çay bardağı, 1 yemek kaşığı, 1 yemek kaşığı, 1 adet",4-5 adet çilek | 3 yemek kaşığı süzme yoğurt (ya da 2 yemek kaşığı yoğurt + 1 yemek kaşığı labne de olabilir ekşi olmasın diye) | 2 yemek kaşığı bal | 3 adet karabuğday patlağı | 1 çay bardağı süt | 1 yemek kaşığı bal | 1 yemek kaşığı hindistan cevizi tozu | 1 adet çilek,Öncelikle çilekli kremamız için çilekleri çatalla eziyoruz. Ezdiğimiz çileklerin üzerine yoğurt ve bal ilave edip güzelce çırpıyoruz. Buğday patlağını ıslatmak için süt ile balı karıştırıp bandırabileceğimiz bir kaba döküyoruz. İlk buğday patlağını ballı süte bandırıyoruz ve kaseye yerleştiriyoruz. Üzerine kremadan sürüyoruz. 2. Buğday patlağınız da ıslatıp pastanın üzerine koyuyoruz ve yine krema sürüyoruz. Aynı şekilde son buğday patlağını ıslatarak ve kalan kremamızı güzelce yayarak pastamızı düzeltiyoruz. Üzerine hindistan cevizi serpiyoruz. Çileği de dilimleyerek yerleştiriyoruz ve buzdolabında soğumaya bırakıyoruz.Afiyet olsun 🌸.,,,,
Aperatifler,Sebze Püresi (6ay),"çiçek brokoli, havuç, Küçük 1 diş sarımsak, kırmızı kapya biber","2, Çeyrek, Belirtilmemiş, Çeyrek",2 çiçek brokoli | Çeyrek havuç | Küçük 1 diş sarımsak | Çeyrek kırmızı kapya biber,Tüm malzemeleri tencereye alıp üzeri geçene kadar su koyalım ve pişirelim ( buharda da pişirebilirsiniz ) Sebzeler piştikten sonra robottan geçirin. Robottan geçirirken pütürlü kalmasın diye çeyrek çay bardağı su ekleyip öyle çekebilirsiniz….,,,,
Aperatifler,Aslınur’un Özel Tostu,"kaliteli sandviç ekmeği (büyük ve yumuşak), labne, mayonez, ketçap, domates salçası, tereyağı (eritilmiş), kekik, pul biber, karabiber, hindi salam, hindi sosis (ince jülyen doğranmış), pastırma, sucuk (isteğe göre az veya çok), rendelenmiş kaşar, rendelenmiş çedar, Opsiyonel: biraz tatlı toz biber veya füme paprika","1 adet, 1 yemek kaşığı, 1 tatlı kaşığı, 1 tatlı kaşığı, 1 tatlı kaşığı, 1 çay kaşığı, 1 tutam, 4-5 dilim, 2 adet, 2-3 dilim, 3-4 dilim, 2 yemek kaşığı, 1 yemek kaşığı, Belirtilmemiş","1 adet kaliteli sandviç ekmeği (büyük ve yumuşak) | 1 yemek kaşığı labne | 1 tatlı kaşığı mayonez | 1 tatlı kaşığı ketçap | 1 tatlı kaşığı domates salçası | 1 çay kaşığı tereyağı (eritilmiş) | 1 tutam kekik, pul biber, karabiber | 4-5 dilim hindi salam | 2 adet hindi sosis (ince jülyen doğranmış) | 2-3 dilim pastırma | 3-4 dilim sucuk (isteğe göre az veya çok) | 2 yemek kaşığı rendelenmiş kaşar | 1 yemek kaşığı rendelenmiş çedar | Opsiyonel: biraz tatlı toz biber veya füme paprika","Sos hazırlığı: 1 tatlı kaşığı mayonez + 1 tatlı kaşığı ketçap + 1 tatlı kaşığı salça + 1 yemek kaşığı labne + baharatlar (kekik, karabiber, pul biber). – iyice karıştır. Hafif koyu kıvamlı, pembe-kırmızımsı bir sos olacak. Bu sos, tostun her katına karakter verecek. Et katmanları – kızartarak aroma patlaması: – teflon tavayı çok az tereyağ ile ısıt. Sucuk, pastırma ve sosisleri yüksek ateşte kısa süreli sotele. Sucukları hafif kızart, pastırmaları hafifçe çıtırlaştır, sosisleri altın sarısı kenarlara ulaşana kadar döndür. Hindi salamları 10 saniyeliğine tavaya atıp, sadece “çıt” sesi alıp almadığına bak. O an al, çünkü çok pişmemeli. Ekmek hazırlığı: Sandviç ekmeğini boyuna ikiye kes ama tamamen ayırma, bir kenarı bağlı kalsın. İç yüzeylere bolca hazırladığın özel sostan sür. Bir tarafına rendelenmiş kaşarı serpiştir (ekmeğin ısısıyla biraz erimesi önemli). Diğer tarafa rendelenmiş çedarı serp, aroması güçlü olur. Katmanlama: Bu tostun sıralaması poker eli gibi önemli: Kaşar serili yüzeye: salam + sucuk + çedar. 2. Diğer yüzeye: sosis + pastırma + tekrar kaşar. 3. Aralara birer minik dokunuş sos serpiştirmeyi unutma. Baskı ve kıtırlaştırma tekniği (püf nokta): Tereyağını ekmeğin dış yüzeyine fırçayla sür. Tost makinesinde değil, döküm tavada veya tava + ağırlık yöntemiyle bastırarak pişir. Üzerine ağır bir tencere koyarak düşük ateşte her iki tarafı altın rengi olana kadar pişir. Son dakikada tavaya birkaç damla su döküp kapağı kapat. Buhar etkisiyle iç peynirler uzayacak ama dışı çıtır kalacak.",,,,
Aperatifler,Bebeklere Kuskuslu Ispanak +11,"yaprak ıspanak, minik soğan, su, zeytinyağı, kahve fincanı kuskus, İsteğe bağlı tuz, su, kahve fincanı kuskus","10, 1 adet, 1 çay bardağı, 1 yemek kaşığı, 1, Belirtilmemiş, 2 su bardağı, 1",10 yaprak ıspanak | 1 adet minik soğan | 1 çay bardağı su | 1 yemek kaşığı zeytinyağı | 1 kahve fincanı kuskus | İsteğe bağlı tuz | 2 su bardağı su | 1 kahve fincanı kuskus,"Zeytinyağı minik doğranmış soğan ile kavrulur. Güzelce yıkanmış ıspanak minik minik doğranıp tencereye ilave ediniz ,kavurmaya devam ediniz. Su ilave edip orta ateşte pişmesini bekleyiniz. Ayrı bir tencerede kaynatmış olduğumuz suya kuskusları ekleyip içerisine tereyağ, tuz koyup pişiriniz . Daha sonra ıspanakla birleştiriniz, ister yoğurtlu ister yoğurtsuz verebilirsiniz ,afiyet olsun bebişlere ☺️.",,,,
Aperatifler,Hurma Tatlısı,"cennet hurması, ceviz, tahin, tepeleme ham kakao, muz, Dövülmüş ceviz","3 adet, 4 adet, 3 yemek kaşığı, 1 yemek kaşığı, 1 adet, Belirtilmemiş",3 adet cennet hurması | 4 adet ceviz | 3 yemek kaşığı tahin | 1 yemek kaşığı tepeleme ham kakao | 1 adet muz | Dövülmüş ceviz,Tüm malzemeleri mutfak robotundan geçirin ardından küçük kavanozlara bölüştürün. Üzerini de dövülmüş ceviz parçalarıyla süsleyin. Hem sağlıklı hem de kalorisi düşük bir tatlı. Tatlı krizleri için müthiş lezzet. Afiyet olsun.,,,,
Aperatifler,Kuru Domatesli Makarna,"spagetti makarna, kuru soğan, yeşil biber, kırmızı biber, salça, kuru domates, sarımsak (isteğe göre artabilir), Tuz","1 paket, 1 adet, 1 adet, 1 adet, 1 yemek kaşığı, 1,5 su bardağı, 1 diş, Belirtilmemiş","1 paket spagetti makarna | 1 adet kuru soğan | 1 adet yeşil biber | 1 adet kırmızı biber | 1 yemek kaşığı salça | 1,5 su bardağı kuru domates | 1 diş sarımsak (isteğe göre artabilir) | Tuz","Öncelikle makarnayı haşlayıp süzün. Makarnanın suyunu sos için kullanacağız, ayıralım. Ayrı bir tavada soğanla biberleri daha sonra da salçayı ekleyip kavuralım. Üzerine kurutulmuş domatesleri ekleyip yumuşaması için ayırdığımız makarna suyunu ekleyelim (yetmezse ayrıca su ilave edebiliriz) sosumuz ocaktan inmesine yakın sarımsak ve tuzunu ilave edip ocağı kapatalım. En son makarnanın üzerine sosu ekleyip karıştalım. Servis ederken kaşar peyniri ekleyebilirsiniz ayrıca lezzet veriyor. Afiyet olsun.",,,,
Aperatifler,İce Latte (Soğuk Kahve),"granül kahve, şeker, süt, su, Buz","1 tatlı kaşığı, 1 tatlı kaşığı, 200ml, 30 ml, Belirtilmemiş",1 tatlı kaşığı granül kahve | 1 tatlı kaşığı şeker | 200ml süt | 30 ml su | Buz,Kahve şeker ve suyu karıştırarak malzemeler çözülene kadar köpürene kadar çırpalım. Bardağımıza buzları atalım üzerine kahveyi dökelim soğuk sütümüzü de ilave edelim. İsterseniz çikolata sosuyla süsleyebilirsiniz afiyet olsun.,,,,
Aperatifler,Yoğurtlu Buğday Salatası,"haşlanmış buğday, havuç, kapya biber, sarımsak, kutu konserve mısır, turşu, Bir tutam dereotu, Yoğurt (göz kararı), Mayonez, Tuz, Karabiber, sıvı yağ, kırmızı toz biber, Ceviz","2 su bardağı, 2 adet, 2 adet, 1 diş, 2, 8 adet, Belirtilmemiş, Belirtilmemiş, Belirtilmemiş, Belirtilmemiş, Belirtilmemiş, 5 yemek kaşığı, 1 çay kaşığı, Belirtilmemiş",2 su bardağı haşlanmış buğday | 2 adet havuç | 2 adet kapya biber | 1 diş sarımsak | 2 kutu konserve mısır | 8 adet turşu | Bir tutam dereotu | Yoğurt (göz kararı) | Mayonez | Tuz | Karabiber | 5 yemek kaşığı sıvı yağ | 1 çay kaşığı kırmızı toz biber | Ceviz,Havuçları rendeleyip soteliyoruz. Kırmızı biberi de küçük küçük doğrayıp soteliyoruz. Daha sonra bütün malzemeleri karıştırıyoruz. Üzerine; sıvı yağ biraz kızınca içine toz biber koyup daha sonra da küçük parçalanmış cevizleri koyuyoruz. Biraz kızardıktan sonra salatanın üzerine döküyoruz. Afiyet olsun.,,,,
Aperatifler,Hamburger Ekmeği ve Köftesi (İddia Ediyorum Herkes Hazır Sanacak),"(yaklaşık 5 su bardağı), tereyağı, tuz, ılık süt, ılık su, şeker, instant maya, Not: su bardağı 200ml, pekmez 4 yemek kaşığı su ( karışım) veya sadece su ya da süt sürebilir, Susam, dana kıyma, yumurta, karabiber, tuz, galeta unu, üzüm pekmezi, hardal, sıvı yağ, Kıvırcık, Domates, Turşu, İsteğe bağlı soğan, Ketçap, Mayonez, Hardal, Barbekü","600 gram, 120 gram, 2 çay kaşığı, 200 ml, 150 ml, 2 tatlı kaşığı, 1 paket, Belirtilmemiş, 3 yemek kaşığı, Belirtilmemiş, 250 gram, 1 adet, 1 çay kaşığı, 1 tatlı kaşığı, 2 yemek kaşığı, 1 yemek kaşığı, 1 yemek kaşığı, 2 yemek kaşığı, Belirtilmemiş, Belirtilmemiş, Belirtilmemiş, Belirtilmemiş, Belirtilmemiş, Belirtilmemiş, Belirtilmemiş, Belirtilmemiş",600 gram un (yaklaşık 5 su bardağı) | 120 gram tereyağı | 2 çay kaşığı tuz | 200 ml ılık süt | 150 ml ılık su | 2 tatlı kaşığı şeker | 1 paket instant maya | Not: su bardağı 200ml | 3 yemek kaşığı pekmez 4 yemek kaşığı su ( karışım) veya sadece su ya da süt sürebilir | Susam | 250 gram dana kıyma | 1 adet yumurta | 1 çay kaşığı karabiber | 1 tatlı kaşığı tuz | 2 yemek kaşığı galeta unu | 1 yemek kaşığı üzüm pekmezi | 1 yemek kaşığı hardal | 2 yemek kaşığı sıvı yağ | Kıvırcık | Domates | Turşu | İsteğe bağlı soğan | Ketçap | Mayonez | Hardal | Barbekü,"Maya, şeker, ılık su ve süte eritilir. Diğer malzemeler de eklenir ve en az 8 dakika yoğurulur. (işin püf noktası yoğurmak lütfen bunu atlamayın). Yuvarlak bir top haline getirelim (çok az un kullanın sadece ele yapışmasın). Üstü kapalı sıcak bir yerde yarım saat dakika bekletelim. Kabarmış hamurumuzun leğenden gazını alıp bezelere bölelim. Bezelerinizi elimizde yuvarlak yapalım ama alt kısımlarını çok bastırmadan yapmaya çalışalım ve böyle 20 dk ya yakın üzeri bezle örtülü tepsi mayalanmasına bırakalım. bu süreçten sonra pekmez, su veya su ve süt karışımını fırçayla sürün. Susam serpin ve önceden ısınmış fırında 200 derecede alt üst 17-20 dakika pişirin. Köftesi için ise; yoğurma kabımıza dana kıymayı alıyoruz ve içerisine yumurta, karabiber, tuz 2 yemek kaşığı galeta unu, üzüm pekmezi ve hardalı atıp eti iyice harmanlıyoruz. Hazır olan köftelerimizden avucumuzun ortasına alıp şekillendiriyoruz. Burada kavanoz kapağı da kullanabilirsiniz. Ben elimle şekillendirdim. İyice ısıtılmış tavaya yaklaşık 2 yemek kaşığı kadar sıvı yağ döküp önlü arkalı yaklaşık 7-8 dk kadar pişiriyoruz. Patateslerimizi parmak parmak kesip kızartıyoruz. Hazır olan hamburger ekmeğimizin alt tabanına mayonez üzerine marul ve onun üzerine ise köftemizi koyup ,domates ilave ediyoruz. Tekrar marul ve yine üzerine ikinci köftemizi koyup mayonez ve hardal döküp hamburger ekmeğimizin üstünü kapatıp servis ediyoruz. Ben yanında biscuit de yaptım onun tarifi de sayfamda arkadaşlar 💯 Fotoğraflı yorumları mutlaka bekliyorum 🌸 Mutfağınızın bereketi eksik olmasın 😅🌸",,,,
